AdvantEdge -  TechEdge © 2026 - Polsat Media
Analysis:,Time
Time:,"26 August 2026, 11:54:31"
Period:,2024-01-01 - 2026-08-24,[24-27]
Targets:,"Poland OOH	Nat[Live +2 OOH]	A16-59	58,443%	-	19695053	4619"
------------------------------------

,,,Units,Target,Universe
,,,TRP (avgW),ATV,Share
,,,A16-59,A16-59,A16-59
Channel,Date,Time,Nat[Live +2 OOH],Nat[Live +2 OOH],Nat[Live +2 OOH]
TV PULS,2024-01-05,10:15:00,"0,329","0,049","2,796"
TV PULS,2024-01-05,10:30:00,"0,326","0,049","2,748"
TV PULS,2024-01-05,10:45:00,"0,379","0,057","3,180"
TV PULS,2024-01-05,11:00:00,"0,498","0,075","4,103"
TV PULS,2024-01-05,11:15:00,"0,548","0,082","4,338"
TV PULS,2024-01-05,11:30:00,"0,690","0,103","5,270"
TV PULS,2024-01-05,11:45:00,"0,701","0,105","5,336"
TV PULS,2024-01-05,12:00:00,"0,560","0,084","4,240"
TV PULS,2024-01-05,12:15:00,"0,387","0,058","2,991"
TV PULS,2024-01-05,12:30:00,"0,359","0,054","2,912"
TV PULS,2024-01-05,12:45:00,"0,331","0,050","2,696"
TV PULS,2024-01-05,13:00:00,"0,271","0,041","2,161"
TV PULS,2024-01-05,13:15:00,"0,281","0,042","2,227"
TV PULS,2024-01-05,13:30:00,"0,241","0,036","1,955"
TV PULS,2024-01-05,13:45:00,"0,244","0,037","1,967"
TV PULS,2024-01-05,14:00:00,"0,238","0,036","1,808"
TV PULS,2024-01-05,14:15:00,"0,243","0,036","1,692"
TV PULS,2024-01-05,14:30:00,"0,194","0,029","1,317"
TV PULS,2024-01-05,14:45:00,"0,274","0,041","1,832"
TV PULS,2024-01-05,15:00:00,"0,335","0,050","2,153"
TV PULS,2024-01-05,15:15:00,"0,647","0,097","3,899"
TV PULS,2024-01-05,15:30:00,"0,889","0,133","5,107"
TV PULS,2024-01-05,15:45:00,"0,733","0,110","4,010"
TV PULS,2024-01-05,16:00:00,"0,619","0,093","3,169"
TV PULS,2024-01-05,16:15:00,"0,478","0,072","2,354"
TV PULS,2024-01-05,16:30:00,"0,520","0,078","2,466"
TV PULS,2024-01-05,16:45:00,"0,440","0,066","2,021"
TV PULS,2024-01-05,17:00:00,"0,379","0,057","1,614"
TV PULS,2024-01-05,17:15:00,"0,397","0,060","1,641"
TV PULS,2024-01-05,17:30:00,"0,420","0,063","1,720"
TV PULS,2024-01-05,17:45:00,"0,576","0,086","2,280"
TV PULS,2024-01-05,18:00:00,"0,739","0,111","2,821"
TV PULS,2024-01-05,18:15:00,"0,772","0,116","2,843"
TV PULS,2024-01-05,18:30:00,"0,933","0,140","3,338"
TV PULS,2024-01-05,18:45:00,"1,058","0,159","3,687"
TV PULS,2024-01-05,19:00:00,"0,993","0,149","3,291"
TV PULS,2024-01-05,19:15:00,"1,038","0,156","3,396"
TV PULS,2024-01-05,19:30:00,"1,255","0,188","4,119"
TV PULS,2024-01-05,19:45:00,"1,262","0,189","4,036"
TV PULS,2024-01-05,20:00:00,"1,209","0,181","3,850"
TV PULS,2024-01-05,20:15:00,"1,136","0,170","3,577"
TV PULS,2024-01-05,20:30:00,"1,373","0,206","4,216"
TV PULS,2024-01-05,20:45:00,"1,718","0,258","5,223"
TV PULS,2024-01-05,21:00:00,"1,635","0,245","4,978"
TV PULS,2024-01-05,21:15:00,"1,282","0,192","3,923"
TV PULS,2024-01-05,21:30:00,"1,547","0,232","4,834"
TV PULS,2024-01-05,21:45:00,"1,620","0,243","5,060"
TV PULS,2024-01-05,22:00:00,"1,343","0,201","4,344"
TV PULS,2024-01-05,22:15:00,"1,413","0,212","4,738"
TV PULS,2024-01-05,22:30:00,"1,198","0,180","4,240"
TV PULS,2024-01-05,22:45:00,"1,396","0,209","5,139"
TV PULS,2024-01-05,23:00:00,"1,147","0,172","4,567"
TV PULS,2024-01-05,23:15:00,"0,927","0,139","3,948"
TV PULS,2024-01-05,23:30:00,"1,064","0,160","4,871"
TV PULS,2024-01-05,23:45:00,"0,969","0,145","4,886"
TV PULS,2024-01-05,24:00:00,"0,636","0,095","3,501"
TV PULS,2024-01-05,24:15:00,"0,392","0,059","2,428"
TV PULS,2024-01-05,24:30:00,"0,396","0,059","2,905"
TV PULS,2024-01-05,24:45:00,"0,501","0,075","4,052"
TV PULS,2024-01-05,25:00:00,"0,561","0,084","5,093"
TV PULS,2024-01-05,25:15:00,"0,509","0,076","5,161"
TV PULS,2024-01-05,25:30:00,"0,504","0,076","5,710"
TV PULS,2024-01-05,25:45:00,"0,396","0,059","5,145"
TV PULS,2024-01-06,02:00:00,"0,284","0,043","4,106"
TV PULS,2024-01-06,02:15:00,"0,200","0,030","3,167"
TV PULS,2024-01-06,02:30:00,"0,140","0,021","2,553"
TV PULS,2024-01-06,02:45:00,"0,085","0,013","1,718"
TV PULS,2024-01-06,03:00:00,"0,079","0,012","1,813"
TV PULS,2024-01-06,03:15:00,"0,073","0,011","1,828"
TV PULS,2024-01-06,03:30:00,"0,074","0,011","2,074"
TV PULS,2024-01-06,03:45:00,"0,074","0,011","2,318"
TV PULS,2024-01-06,04:00:00,"0,071","0,011","2,455"
TV PULS,2024-01-06,04:15:00,"0,055","0,008","1,949"
TV PULS,2024-01-06,04:30:00,"0,061","0,009","2,239"
TV PULS,2024-01-06,04:45:00,"0,145","0,022","5,565"
TV PULS,2024-01-06,05:00:00,"0,187","0,028","8,141"
TV PULS,2024-01-06,05:15:00,"0,222","0,033","10,606"
TV PULS,2024-01-06,05:30:00,"0,132","0,020","6,058"
TV PULS,2024-01-06,05:45:00,"0,052","0,008","2,214"
TV PULS,2024-01-06,06:00:00,"0,097","0,015","3,821"
TV PULS,2024-01-06,06:15:00,"0,197","0,029","6,619"
TV PULS,2024-01-06,06:30:00,"0,197","0,030","5,743"
TV PULS,2024-01-06,06:45:00,"0,161","0,024","4,158"
TV PULS,2024-01-06,07:00:00,"0,174","0,026","3,970"
TV PULS,2024-01-06,07:15:00,"0,177","0,027","3,476"
TV PULS,2024-01-06,07:30:00,"0,234","0,035","4,029"
TV PULS,2024-01-06,07:45:00,"0,337","0,051","4,681"
TV PULS,2024-01-06,08:00:00,"0,203","0,030","2,339"
TV PULS,2024-01-06,08:15:00,"0,244","0,037","2,464"
TV PULS,2024-01-06,08:30:00,"0,258","0,039","2,368"
TV PULS,2024-01-06,08:45:00,"0,354","0,053","3,010"
TV PULS,2024-01-06,09:00:00,"0,435","0,065","3,091"
TV PULS,2024-01-06,09:15:00,"0,469","0,070","2,938"
TV PULS,2024-01-06,09:30:00,"0,520","0,078","2,981"
TV PULS,2024-01-06,09:45:00,"0,702","0,105","3,691"
TV PULS,2024-01-06,10:00:00,"0,346","0,052","1,701"
TV PULS,2024-01-06,10:15:00,"0,360","0,054","1,688"
TV PULS,2024-01-06,10:30:00,"0,506","0,076","2,230"
TV PULS,2024-01-06,10:45:00,"0,483","0,072","2,065"
TV PULS,2024-01-06,11:00:00,"0,478","0,072","1,982"
TV PULS,2024-01-06,11:15:00,"0,526","0,079","2,171"
TV PULS,2024-01-06,11:30:00,"0,619","0,093","2,482"
TV PULS,2024-01-06,11:45:00,"0,624","0,094","2,449"
TV PULS,2024-01-06,12:00:00,"0,655","0,098","2,550"
TV PULS,2024-01-06,12:15:00,"0,639","0,096","2,457"
TV PULS,2024-01-06,12:30:00,"0,622","0,093","2,365"
TV PULS,2024-01-06,12:45:00,"0,687","0,103","2,570"
TV PULS,2024-01-06,13:00:00,"0,673","0,101","2,517"
TV PULS,2024-01-06,13:15:00,"0,654","0,098","2,407"
TV PULS,2024-01-06,13:30:00,"0,691","0,104","2,522"
TV PULS,2024-01-06,13:45:00,"0,819","0,123","2,940"
TV PULS,2024-01-06,14:00:00,"0,901","0,135","3,153"
TV PULS,2024-01-06,14:15:00,"0,773","0,116","2,653"
TV PULS,2024-01-06,14:30:00,"0,793","0,119","2,713"
TV PULS,2024-01-06,14:45:00,"0,698","0,105","2,402"
TV PULS,2024-01-06,15:00:00,"0,712","0,107","2,480"
TV PULS,2024-01-06,15:15:00,"0,620","0,093","2,212"
TV PULS,2024-01-06,15:30:00,"0,676","0,101","2,405"
TV PULS,2024-01-06,15:45:00,"0,556","0,083","1,943"
TV PULS,2024-01-06,16:00:00,"0,603","0,090","2,036"
TV PULS,2024-01-06,16:15:00,"0,649","0,097","2,159"
TV PULS,2024-01-06,16:30:00,"0,815","0,122","2,667"
TV PULS,2024-01-06,16:45:00,"0,919","0,138","3,038"
TV PULS,2024-01-06,17:00:00,"0,678","0,102","2,185"
TV PULS,2024-01-06,17:15:00,"0,759","0,114","2,399"
TV PULS,2024-01-06,17:30:00,"0,824","0,124","2,586"
TV PULS,2024-01-06,17:45:00,"0,994","0,149","3,074"
TV PULS,2024-01-06,18:00:00,"0,910","0,136","2,817"
TV PULS,2024-01-06,18:15:00,"0,963","0,145","2,961"
TV PULS,2024-01-06,18:30:00,"0,991","0,149","3,105"
TV PULS,2024-01-06,18:45:00,"0,904","0,136","2,755"
TV PULS,2024-01-06,19:00:00,"0,601","0,090","1,746"
TV PULS,2024-01-06,19:15:00,"0,565","0,085","1,641"
TV PULS,2024-01-06,19:30:00,"0,606","0,091","1,732"
TV PULS,2024-01-06,19:45:00,"0,727","0,109","2,087"
TV PULS,2024-01-06,20:00:00,"1,294","0,194","3,662"
TV PULS,2024-01-06,20:15:00,"1,169","0,175","3,263"
TV PULS,2024-01-06,20:30:00,"1,221","0,183","3,390"
TV PULS,2024-01-06,20:45:00,"1,501","0,225","4,135"
TV PULS,2024-01-06,21:00:00,"1,559","0,234","4,217"
TV PULS,2024-01-06,21:15:00,"0,884","0,133","2,391"
TV PULS,2024-01-06,21:30:00,"1,318","0,198","3,679"
TV PULS,2024-01-06,21:45:00,"1,379","0,207","3,937"
TV PULS,2024-01-06,22:00:00,"1,590","0,239","4,705"
TV PULS,2024-01-06,22:15:00,"1,183","0,177","3,669"
TV PULS,2024-01-06,22:30:00,"0,852","0,128","2,798"
TV PULS,2024-01-06,22:45:00,"0,877","0,132","2,946"
TV PULS,2024-01-06,23:00:00,"0,929","0,139","3,342"
TV PULS,2024-01-06,23:15:00,"0,662","0,099","2,608"
TV PULS,2024-01-06,23:30:00,"0,689","0,103","2,877"
TV PULS,2024-01-06,23:45:00,"0,900","0,135","4,113"
TV PULS,2024-01-06,24:00:00,"1,040","0,156","5,301"
TV PULS,2024-01-06,24:15:00,"0,728","0,109","4,093"
TV PULS,2024-01-06,24:30:00,"0,667","0,100","4,159"
TV PULS,2024-01-06,24:45:00,"0,698","0,105","4,790"
TV PULS,2024-01-06,25:00:00,"0,627","0,094","4,835"
TV PULS,2024-01-06,25:15:00,"0,602","0,090","5,225"
TV PULS,2024-01-06,25:30:00,"0,592","0,089","5,471"
TV PULS,2024-01-06,25:45:00,"0,577","0,087","6,270"
TV PULS,2024-01-07,02:00:00,"0,429","0,064","5,553"
TV PULS,2024-01-07,02:15:00,"0,174","0,026","2,581"
TV PULS,2024-01-07,02:30:00,"0,146","0,022","2,469"
TV PULS,2024-01-07,02:45:00,"0,175","0,026","3,374"
TV PULS,2024-01-07,03:00:00,"0,218","0,033","4,565"
TV PULS,2024-01-07,03:15:00,"0,173","0,026","4,168"
TV PULS,2024-01-07,03:30:00,"0,112","0,017","3,036"
TV PULS,2024-01-07,03:45:00,"0,095","0,014","2,727"
TV PULS,2024-01-07,04:00:00,"0,076","0,011","2,226"
TV PULS,2024-01-07,04:15:00,"0,063","0,009","1,960"
TV PULS,2024-01-07,04:30:00,"0,061","0,009","2,159"
TV PULS,2024-01-07,04:45:00,"0,094","0,014","3,597"
TV PULS,2024-01-07,05:00:00,"0,107","0,016","4,028"
TV PULS,2024-01-07,05:15:00,"0,083","0,012","3,482"
TV PULS,2024-01-07,05:30:00,"0,046","0,007","1,942"
TV PULS,2024-01-07,05:45:00,"0,008","0,001","0,348"
TV PULS,2024-01-07,06:00:00,"0,056","0,008","2,096"
TV PULS,2024-01-07,06:15:00,"0,049","0,007","1,773"
TV PULS,2024-01-07,06:30:00,"0,049","0,007","1,687"
TV PULS,2024-01-07,06:45:00,"0,083","0,012","2,526"
TV PULS,2024-01-07,07:00:00,"0,103","0,015","2,518"
TV PULS,2024-01-07,07:15:00,"0,126","0,019","2,907"
TV PULS,2024-01-07,07:30:00,"0,165","0,025","3,241"
TV PULS,2024-01-07,07:45:00,"0,253","0,038","3,847"
TV PULS,2024-01-07,08:00:00,"0,299","0,045","3,807"
TV PULS,2024-01-07,08:15:00,"0,326","0,049","3,473"
TV PULS,2024-01-07,08:30:00,"0,348","0,052","3,188"
TV PULS,2024-01-07,08:45:00,"0,222","0,033","1,738"
TV PULS,2024-01-07,09:00:00,"0,183","0,027","1,293"
TV PULS,2024-01-07,09:15:00,"0,289","0,043","1,805"
TV PULS,2024-01-07,09:30:00,"0,309","0,046","1,765"
TV PULS,2024-01-07,09:45:00,"0,310","0,046","1,598"
TV PULS,2024-01-07,10:00:00,"0,329","0,049","1,535"
TV PULS,2024-01-07,10:15:00,"0,373","0,056","1,601"
TV PULS,2024-01-07,10:30:00,"0,423","0,063","1,728"
TV PULS,2024-01-07,10:45:00,"0,302","0,045","1,219"
TV PULS,2024-01-07,11:00:00,"0,313","0,047","1,238"
TV PULS,2024-01-07,11:15:00,"0,368","0,055","1,367"
TV PULS,2024-01-07,11:30:00,"0,510","0,076","1,825"
TV PULS,2024-01-07,11:45:00,"0,609","0,091","2,180"
TV PULS,2024-01-07,12:00:00,"0,627","0,094","2,278"
TV PULS,2024-01-07,12:15:00,"0,536","0,080","1,927"
TV PULS,2024-01-07,12:30:00,"0,529","0,079","1,912"
TV PULS,2024-01-07,12:45:00,"0,586","0,088","2,123"
TV PULS,2024-01-07,13:00:00,"0,639","0,096","2,331"
TV PULS,2024-01-07,13:15:00,"0,815","0,122","2,996"
TV PULS,2024-01-07,13:30:00,"0,801","0,120","2,951"
TV PULS,2024-01-07,13:45:00,"0,977","0,147","3,592"
TV PULS,2024-01-07,14:00:00,"1,019","0,153","3,655"
TV PULS,2024-01-07,14:15:00,"0,629","0,094","2,161"
TV PULS,2024-01-07,14:30:00,"0,489","0,073","1,683"
TV PULS,2024-01-07,14:45:00,"0,468","0,070","1,605"
TV PULS,2024-01-07,15:00:00,"0,605","0,091","2,079"
TV PULS,2024-01-07,15:15:00,"0,552","0,083","1,935"
TV PULS,2024-01-07,15:30:00,"0,885","0,133","3,066"
TV PULS,2024-01-07,15:45:00,"1,053","0,158","3,612"
TV PULS,2024-01-07,16:00:00,"1,126","0,169","3,820"
TV PULS,2024-01-07,16:15:00,"1,124","0,169","3,759"
TV PULS,2024-01-07,16:30:00,"1,243","0,186","4,058"
TV PULS,2024-01-07,16:45:00,"1,272","0,191","4,113"
TV PULS,2024-01-07,17:00:00,"1,285","0,193","3,983"
TV PULS,2024-01-07,17:15:00,"1,057","0,159","3,309"
TV PULS,2024-01-07,17:30:00,"1,248","0,187","3,868"
TV PULS,2024-01-07,17:45:00,"1,627","0,244","4,997"
TV PULS,2024-01-07,18:00:00,"1,282","0,192","4,000"
TV PULS,2024-01-07,18:15:00,"0,966","0,145","2,941"
TV PULS,2024-01-07,18:30:00,"1,434","0,215","4,253"
TV PULS,2024-01-07,18:45:00,"1,246","0,187","3,593"
TV PULS,2024-01-07,19:00:00,"0,709","0,106","1,925"
TV PULS,2024-01-07,19:15:00,"1,149","0,172","3,153"
TV PULS,2024-01-07,19:30:00,"1,382","0,207","3,747"
TV PULS,2024-01-07,19:45:00,"1,701","0,255","4,614"
TV PULS,2024-01-07,20:00:00,"2,207","0,331","6,045"
TV PULS,2024-01-07,20:15:00,"1,794","0,269","4,858"
TV PULS,2024-01-07,20:30:00,"1,986","0,298","5,246"
TV PULS,2024-01-07,20:45:00,"2,181","0,327","5,819"
TV PULS,2024-01-07,21:00:00,"1,635","0,245","4,460"
TV PULS,2024-01-07,21:15:00,"2,006","0,301","5,689"
TV PULS,2024-01-07,21:30:00,"2,061","0,309","6,023"
TV PULS,2024-01-07,21:45:00,"2,157","0,324","6,561"
TV PULS,2024-01-07,22:00:00,"2,374","0,356","7,637"
TV PULS,2024-01-07,22:15:00,"1,435","0,215","4,860"
TV PULS,2024-01-07,22:30:00,"1,056","0,158","3,868"
TV PULS,2024-01-07,22:45:00,"1,224","0,184","4,915"
TV PULS,2024-01-07,23:00:00,"0,913","0,137","4,118"
TV PULS,2024-01-07,23:15:00,"0,858","0,129","4,607"
TV PULS,2024-01-07,23:30:00,"1,026","0,154","6,319"
TV PULS,2024-01-07,23:45:00,"0,877","0,132","6,113"
TV PULS,2024-01-07,24:00:00,"0,675","0,101","5,542"
TV PULS,2024-01-07,24:15:00,"0,518","0,078","5,175"
TV PULS,2024-01-07,24:30:00,"0,422","0,063","5,097"
TV PULS,2024-01-07,24:45:00,"0,347","0,052","4,561"
TV PULS,2024-01-07,25:00:00,"0,314","0,047","4,669"
TV PULS,2024-01-07,25:15:00,"0,267","0,040","4,460"
TV PULS,2024-01-07,25:30:00,"0,316","0,047","5,976"
TV PULS,2024-01-07,25:45:00,"0,305","0,046","6,472"
TV PULS,2024-01-08,02:00:00,"0,242","0,036","5,544"
TV PULS,2024-01-08,02:15:00,"0,246","0,037","6,258"
TV PULS,2024-01-08,02:30:00,"0,259","0,039","6,724"
TV PULS,2024-01-08,02:45:00,"0,286","0,043","8,124"
TV PULS,2024-01-08,03:00:00,"0,280","0,042","9,370"
TV PULS,2024-01-08,03:15:00,"0,203","0,031","7,562"
TV PULS,2024-01-08,03:30:00,"0,123","0,018","4,733"
TV PULS,2024-01-08,03:45:00,"0,127","0,019","5,384"
TV PULS,2024-01-08,04:00:00,"0,143","0,022","6,497"
TV PULS,2024-01-08,04:15:00,"0,085","0,013","4,230"
TV PULS,2024-01-08,04:30:00,"0,046","0,007","2,323"
TV PULS,2024-01-08,04:45:00,"0,044","0,007","2,160"
TV PULS,2024-01-08,05:00:00,"0,086","0,013","3,910"
TV PULS,2024-01-08,05:15:00,"0,182","0,027","7,717"
TV PULS,2024-01-08,05:30:00,"0,230","0,034","9,228"
TV PULS,2024-01-08,05:45:00,"0,251","0,038","9,067"
TV PULS,2024-01-08,06:00:00,"0,245","0,037","7,104"
TV PULS,2024-01-08,06:15:00,"0,314","0,047","7,578"
TV PULS,2024-01-08,06:30:00,"0,327","0,049","7,030"
TV PULS,2024-01-08,06:45:00,"0,350","0,052","6,684"
TV PULS,2024-01-08,07:00:00,"0,358","0,054","6,027"
TV PULS,2024-01-08,07:15:00,"0,425","0,064","6,782"
TV PULS,2024-01-08,07:30:00,"0,446","0,067","6,426"
TV PULS,2024-01-08,07:45:00,"0,387","0,058","5,503"
TV PULS,2024-01-08,08:00:00,"0,368","0,055","4,656"
TV PULS,2024-01-08,08:15:00,"0,378","0,057","4,230"
TV PULS,2024-01-08,08:30:00,"0,434","0,065","4,463"
TV PULS,2024-01-08,08:45:00,"0,389","0,058","3,767"
TV PULS,2024-01-08,09:00:00,"0,361","0,054","3,357"
TV PULS,2024-01-08,09:15:00,"0,374","0,056","3,379"
TV PULS,2024-01-08,09:30:00,"0,382","0,057","3,412"
TV PULS,2024-01-08,09:45:00,"0,420","0,063","3,758"
TV PULS,2024-01-08,10:00:00,"0,362","0,054","3,109"
TV PULS,2024-01-08,10:15:00,"0,392","0,059","3,249"
TV PULS,2024-01-08,10:30:00,"0,499","0,075","4,146"
TV PULS,2024-01-08,10:45:00,"0,500","0,075","4,113"
TV PULS,2024-01-08,11:00:00,"0,511","0,077","4,092"
TV PULS,2024-01-08,11:15:00,"0,632","0,095","5,232"
TV PULS,2024-01-08,11:30:00,"0,690","0,103","5,633"
TV PULS,2024-01-08,11:45:00,"0,554","0,083","4,527"
TV PULS,2024-01-08,12:00:00,"0,214","0,032","1,712"
TV PULS,2024-01-08,12:15:00,"0,159","0,024","1,282"
TV PULS,2024-01-08,12:30:00,"0,129","0,019","1,046"
TV PULS,2024-01-08,12:45:00,"0,107","0,016","0,875"
TV PULS,2024-01-08,13:00:00,"0,064","0,010","0,533"
TV PULS,2024-01-08,13:15:00,"0,139","0,021","1,166"
TV PULS,2024-01-08,13:30:00,"0,156","0,023","1,266"
TV PULS,2024-01-08,13:45:00,"0,246","0,037","1,953"
TV PULS,2024-01-08,14:00:00,"0,263","0,039","1,980"
TV PULS,2024-01-08,14:15:00,"0,203","0,030","1,456"
TV PULS,2024-01-08,14:30:00,"0,238","0,036","1,697"
TV PULS,2024-01-08,14:45:00,"0,296","0,044","2,042"
TV PULS,2024-01-08,15:00:00,"0,285","0,043","1,852"
TV PULS,2024-01-08,15:15:00,"0,329","0,049","1,983"
TV PULS,2024-01-08,15:30:00,"0,376","0,056","2,146"
TV PULS,2024-01-08,15:45:00,"0,597","0,090","3,166"
TV PULS,2024-01-08,16:00:00,"0,389","0,058","1,944"
TV PULS,2024-01-08,16:15:00,"0,288","0,043","1,364"
TV PULS,2024-01-08,16:30:00,"0,346","0,052","1,590"
TV PULS,2024-01-08,16:45:00,"0,437","0,065","1,909"
TV PULS,2024-01-08,17:00:00,"0,455","0,068","1,878"
TV PULS,2024-01-08,17:15:00,"0,373","0,056","1,502"
TV PULS,2024-01-08,17:30:00,"0,371","0,056","1,421"
TV PULS,2024-01-08,17:45:00,"0,488","0,073","1,804"
TV PULS,2024-01-08,18:00:00,"0,537","0,081","1,940"
TV PULS,2024-01-08,18:15:00,"0,546","0,082","1,933"
TV PULS,2024-01-08,18:30:00,"0,580","0,087","2,027"
TV PULS,2024-01-08,18:45:00,"0,810","0,122","2,691"
TV PULS,2024-01-08,19:00:00,"0,689","0,103","2,127"
TV PULS,2024-01-08,19:15:00,"0,775","0,116","2,338"
TV PULS,2024-01-08,19:30:00,"0,897","0,135","2,723"
TV PULS,2024-01-08,19:45:00,"0,984","0,148","3,010"
TV PULS,2024-01-08,20:00:00,"1,174","0,176","3,511"
TV PULS,2024-01-08,20:15:00,"0,885","0,133","2,617"
TV PULS,2024-01-08,20:30:00,"1,187","0,178","3,527"
TV PULS,2024-01-08,20:45:00,"1,269","0,190","3,864"
TV PULS,2024-01-08,21:00:00,"1,205","0,181","3,603"
TV PULS,2024-01-08,21:15:00,"1,339","0,201","4,018"
TV PULS,2024-01-08,21:30:00,"1,139","0,171","3,513"
TV PULS,2024-01-08,21:45:00,"0,759","0,114","2,580"
TV PULS,2024-01-08,22:00:00,"0,799","0,120","2,847"
TV PULS,2024-01-08,22:15:00,"0,619","0,093","2,395"
TV PULS,2024-01-08,22:30:00,"0,763","0,114","3,230"
TV PULS,2024-01-08,22:45:00,"0,667","0,100","3,122"
TV PULS,2024-01-08,23:00:00,"0,584","0,088","3,069"
TV PULS,2024-01-08,23:15:00,"0,650","0,098","3,854"
TV PULS,2024-01-08,23:30:00,"0,677","0,102","4,431"
TV PULS,2024-01-08,23:45:00,"0,644","0,097","4,795"
TV PULS,2024-01-08,24:00:00,"0,489","0,073","4,231"
TV PULS,2024-01-08,24:15:00,"0,378","0,057","3,926"
TV PULS,2024-01-08,24:30:00,"0,374","0,056","4,219"
TV PULS,2024-01-08,24:45:00,"0,395","0,059","5,063"
TV PULS,2024-01-08,25:00:00,"0,418","0,063","6,468"
TV PULS,2024-01-08,25:15:00,"0,343","0,051","6,362"
TV PULS,2024-01-08,25:30:00,"0,294","0,044","6,112"
TV PULS,2024-01-08,25:45:00,"0,281","0,042","6,594"
TV PULS,2024-01-09,02:00:00,"0,158","0,024","3,960"
TV PULS,2024-01-09,02:15:00,"0,081","0,012","2,172"
TV PULS,2024-01-09,02:30:00,"0,066","0,010","1,908"
TV PULS,2024-01-09,02:45:00,"0,067","0,010","2,043"
TV PULS,2024-01-09,03:00:00,"0,073","0,011","2,706"
TV PULS,2024-01-09,03:15:00,"0,083","0,012","3,263"
TV PULS,2024-01-09,03:30:00,"0,097","0,015","4,005"
TV PULS,2024-01-09,03:45:00,"0,103","0,015","4,413"
TV PULS,2024-01-09,04:00:00,"0,071","0,011","2,999"
TV PULS,2024-01-09,04:15:00,"0,107","0,016","4,556"
TV PULS,2024-01-09,04:30:00,"0,170","0,025","7,696"
TV PULS,2024-01-09,04:45:00,"0,155","0,023","7,006"
TV PULS,2024-01-09,05:00:00,"0,155","0,023","6,507"
TV PULS,2024-01-09,05:15:00,"0,193","0,029","7,890"
TV PULS,2024-01-09,05:30:00,"0,157","0,024","5,874"
TV PULS,2024-01-09,05:45:00,"0,165","0,025","5,117"
TV PULS,2024-01-09,06:00:00,"0,114","0,017","2,952"
TV PULS,2024-01-09,06:15:00,"0,096","0,014","2,032"
TV PULS,2024-01-09,06:30:00,"0,101","0,015","1,796"
TV PULS,2024-01-09,06:45:00,"0,144","0,022","2,409"
TV PULS,2024-01-09,07:00:00,"0,245","0,037","3,806"
TV PULS,2024-01-09,07:15:00,"0,286","0,043","4,088"
TV PULS,2024-01-09,07:30:00,"0,281","0,042","3,748"
TV PULS,2024-01-09,07:45:00,"0,312","0,047","4,116"
TV PULS,2024-01-09,08:00:00,"0,283","0,042","3,540"
TV PULS,2024-01-09,08:15:00,"0,319","0,048","3,511"
TV PULS,2024-01-09,08:30:00,"0,340","0,051","3,418"
TV PULS,2024-01-09,08:45:00,"0,375","0,056","3,595"
TV PULS,2024-01-09,09:00:00,"0,333","0,050","3,019"
TV PULS,2024-01-09,09:15:00,"0,432","0,065","3,744"
TV PULS,2024-01-09,09:30:00,"0,466","0,070","4,021"
TV PULS,2024-01-09,09:45:00,"0,352","0,053","2,954"
TV PULS,2024-01-09,10:00:00,"0,261","0,039","2,180"
TV PULS,2024-01-09,10:15:00,"0,305","0,046","2,597"
TV PULS,2024-01-09,10:30:00,"0,314","0,047","2,667"
TV PULS,2024-01-09,10:45:00,"0,420","0,063","3,538"
TV PULS,2024-01-09,11:00:00,"0,467","0,070","3,773"
TV PULS,2024-01-09,11:15:00,"0,491","0,074","3,902"
TV PULS,2024-01-09,11:30:00,"0,495","0,074","4,043"
TV PULS,2024-01-09,11:45:00,"0,486","0,073","3,994"
TV PULS,2024-01-09,12:00:00,"0,179","0,027","1,501"
TV PULS,2024-01-09,12:15:00,"0,207","0,031","1,720"
TV PULS,2024-01-09,12:30:00,"0,157","0,024","1,272"
TV PULS,2024-01-09,12:45:00,"0,131","0,020","1,002"
TV PULS,2024-01-09,13:00:00,"0,087","0,013","0,655"
TV PULS,2024-01-09,13:15:00,"0,090","0,014","0,695"
TV PULS,2024-01-09,13:30:00,"0,086","0,013","0,639"
TV PULS,2024-01-09,13:45:00,"0,211","0,032","1,557"
TV PULS,2024-01-09,14:00:00,"0,176","0,026","1,254"
TV PULS,2024-01-09,14:15:00,"0,096","0,014","0,656"
TV PULS,2024-01-09,14:30:00,"0,195","0,029","1,284"
TV PULS,2024-01-09,14:45:00,"0,246","0,037","1,571"
TV PULS,2024-01-09,15:00:00,"0,123","0,018","0,765"
TV PULS,2024-01-09,15:15:00,"0,250","0,037","1,519"
TV PULS,2024-01-09,15:30:00,"0,401","0,060","2,318"
TV PULS,2024-01-09,15:45:00,"0,337","0,051","1,890"
TV PULS,2024-01-09,16:00:00,"0,040","0,006","0,213"
TV PULS,2024-01-09,16:15:00,"0,046","0,007","0,232"
TV PULS,2024-01-09,16:30:00,"0,097","0,015","0,480"
TV PULS,2024-01-09,16:45:00,"0,254","0,038","1,201"
TV PULS,2024-01-09,17:00:00,"0,261","0,039","1,164"
TV PULS,2024-01-09,17:15:00,"0,230","0,035","0,991"
TV PULS,2024-01-09,17:30:00,"0,247","0,037","1,030"
TV PULS,2024-01-09,17:45:00,"0,297","0,045","1,203"
TV PULS,2024-01-09,18:00:00,"0,369","0,055","1,419"
TV PULS,2024-01-09,18:15:00,"0,387","0,058","1,404"
